"x","y"
"98.45915","-69.19875"
"121.4472","246.3487"
"197.469","-194.0482"
"181.4359","23.1687"
"289.3926","129.654"
"184.5515","-234.7559"
"141.6172","-144.9924"
"-68.2548","6.346219"
"-119.8403","293.5583"
"20.05139","-319.886"
"-301.6115","40.77068"
"-56.95115","-250.6621"
"238.6945","140.703"
"-76.57422","136.9946"
"-50.69672","-317.3261"
"-26.46277","-250.7398"
"-53.47505","-37.24852"
"-23.72191","-81.83553"
"95.74185","174.0624"
"61.69985","-297.5552"
"-226.9663","186.2678"
"-135.4318","-152.8307"
"-38.0769","-10.85476"
"39.02415","-276.6107"
"-211.6495","61.02098"
"-110.7804","118.2559"
"-30.78997","280.0249"
"123.465","259.0986"
"-275.4828","2.253822"
"-113.4925","129.5422"
"101.9669","85.21055"
"18.36135","107.1622"
"131.644","98.69585"
"103.4548","-71.25208"
"-44.23347","-78.24612"
"-165.2886","-157.3274"
"192.9471","-212.3796"
"-14.56836","-80.23542"
"17.37723","63.72224"
"32.73283","87.72533"
"30.12804","1.988204"
"-10.23435","143.2849"
"236.4808","-16.31697"
"-302.4594","-37.39869"
"-139.3392","238.3731"
"-46.99643","148.0547"
"-44.04831","213.4924"
"45.56741","-143.5454"
"152.2377","32.56101"
"216.9441","61.25973"
"-184.4738","-222.4827"
"184.3447","-7.699546"
"4.228162","-177.3903"
"-222.7782","147.1756"
"-0.4286273","203.4026"
"56.52183","183.5072"
"-12.50094","87.20566"
"13.61999","-219.0138"
"60.50026","-132.394"
"62.17519","-1.785966"
"-217.206","-33.2863"
"204.2971","-29.32896"
"-55.64571","122.2442"
"161.1854","-231.4376"
"-93.06324","-34.2562"
"295.6118","89.86653"
"-235.0746","-159.2828"
"-173.2589","-84.53502"
"100.3868","93.81203"
"-252.8106","-13.02792"
"119.9274","281.1171"
"-58.6881","-1.184503"
"-303.0481","64.6903"
"-138.5097","219.6232"
"-30.69982","-58.22412"
"-207.0644","-156.2385"
"-276.4747","-20.99314"
"-63.88688","167.6366"
"-17.52983","219.6415"
"-73.72121","-277.3915"
"122.2736","-82.7181"
"254.5295","143.4813"
"-117.2971","100.2425"
"7.669969","-235.2712"
"94.91238","5.381335"
"-32.09105","-121.298"
"-193.3389","-10.11815"
"256.6146","22.71493"
"243.537","0.3188154"
"60.85604","38.95568"
"170.1055","216.5013"
"-242.4316","-187.4745"
"-143.8936","185.8075"
"88.4132","34.59332"
"-254.6292","16.53678"
"-89.48826","179.0674"
"199.0588","-238.3376"
"143.1482","-49.85727"
"234.8345","66.53289"
"229.6013","-165.7966"
"209.8744","203.8561"
"-73.02272","131.9967"
"-29.84689","-93.25866"
"-142.9085","24.82973"
"-48.2051","241.4737"
"205.9944","-132.237"
"80.56866","149.185"
"117.8661","57.69637"
"-39.60686","274.802"
"-67.82296","57.45456"
"-33.43908","-241.1509"
"-92.51394","-109.4894"
"-137.7275","-289.2281"
"-192.4845","-21.90307"
"-67.07576","113.9038"
"193.1521","2.120846"
"15.54376","-102.9126"
"224.5624","-142.9174"
"283.9049","83.69689"
"20.54893","-281.1931"
"40.17","37.79099"
"199.4649","107.4202"
"-86.24429","150.7136"
"-242.8291","167.6225"
"-185.8833","-148.2784"
"50.97497","182.4017"
"-250.8131","187.3507"
"256.93","-135.6628"
"-34.07489","-113.6445"
"-313.1635","-21.68707"
"-237.775","1.996397"
"-207.4177","-171.1616"
"-58.57653","-47.35661"
"47.82728","-68.95503"
"43.70974","112.2248"
"-116.6336","21.25402"
"-21.43584","-104.8554"
"181.0356","85.96857"
"153.1072","18.84306"
"197.9334","-198.4757"
"-3.552041","109.767"
"-144.7685","125.2163"
"-53.34533","-81.84824"
"-107.5041","176.9703"
"-47.47391","276.3993"
"-89.93102","174.1727"
"63.972","-75.84945"
"68.39207","-36.19896"
"-146.914","179.4489"
"-47.51408","20.3983"
"143.0051","-112.6174"
"225.7997","-153.8749"
"-264.3208","163.1533"
"-118.8222","67.69964"
"89.44434","16.64795"
"285.6622","-63.13224"
"225.6976","135.0923"
"239.3484","86.55556"
"-103.6572","252.1107"
"59.04612","52.78492"
"125.096","46.02363"
"-53.48894","-94.80799"
"38.22711","-84.19272"
"-38.6008","-240.2907"
"-130.6089","194.9074"
"232.1129","98.74076"
"-148.7076","208.2885"
"-115.8916","40.92728"
"-71.92885","295.045"
"-31.18324","-29.72374"
"-49.12536","205.5698"
"-118.8162","182.1119"
"67.67","-23.24662"
"-183.7742","9.906739"
"192.2727","-71.65366"
"-111.0527","-217.9448"
"-180.9971","88.85573"
"-96.40315","-117.23"
"-236.5303","96.46128"
"15.13332","-28.37769"
"-232.712","-76.00791"
"-292.0992","-55.5083"
"-191.5556","-39.61084"
"201.7707","-15.41812"
"238.5941","72.35494"
"75.77946","62.20759"
"-194.244","149.4891"
"-159.2682","175.8096"
"35.57163","-32.96647"
"-0.04269055","-174.0154"
"-244.7843","-160.5242"
"243.3737","43.01408"
"156.9216","-96.02883"
"-14.19473","-94.1453"
"108.8587","-154.6462"
"-20.47284","-166.2729"
"-37.59624","-303.6654"
"316.0526","-1.536937"
"17.24575","290.944"
"-131.9778","139.695"
"-66.38978","-76.88419"
"-251.5568","-68.29302"
"-65.11521","172.387"
"266.9056","42.67035"
"-37.90819","-106.5068"
"196.8968","-28.69681"
"208.2267","42.49691"
"-184.9769","-55.62073"
"191.1606","101.9841"
"94.44516","-121.189"
"-1.561738","274.8131"
"85.29419","210.6024"
"22.35913","-91.81619"
"-14.85812","-42.2388"
"-231.2899","156.8085"
"-217.8342","149.8631"
"263.8539","146.0289"
"-154.0961","-131.8366"
"-165.9101","-72.8771"
"245.9214","47.23769"
"-264.6273","-125.0041"
"-224.0529","-177.2392"
"115.5042","-21.26428"
"-33.25478","-149.7368"
"-45.93591","-124.8507"
"117.223","226.4339"
"91.33744","164.884"
"5.25422","313.1538"
"84.68988","231.433"
"-91.42082","158.0773"
"-19.66928","-3.796553"
"-185.996","-22.24827"
"32.17479","-267.6235"
"231.699","120.3206"
"289.1396","-75.34258"
"-90.7104","240.7787"
"20.99511","-175.4659"
"53.67724","-89.10535"
"-90.92774","216.8312"
"-277.5645","-153.8657"
"-96.96943","288.1449"
"-30.17527","91.21132"
"-60.19997","113.1769"
"-3.103923","151.4387"
"-43.27343","-321.9449"
"8.065695","-269.8407"
"-45.38795","-143.9055"
"-270.8848","-6.530149"
"27.34892","-256.4791"
"-103.7301","295.6949"
"-0.459276","187.9028"
"-21.87926","31.9526"
"90.45821","117.9333"
"-123.6336","-225.9961"
"-258.3855","-39.44417"
"291.4623","-26.08191"
"-260.9845","-34.809"
"102.474","13.82771"
"-241.1568","-73.69981"
"-103.1399","58.03996"
"-188.1353","136.0491"
"-110.2627","105.6053"
"-188.4859","180.954"
"-189.1788","-118.8553"
"-105.6057","220.9118"
"-235.1412","23.45501"
"-11.61135","298.3355"
"15.07957","-293.6936"
"49.0712","27.54672"
"249.174","-17.98562"
"3.524372","188.1038"
"159.6196","-257.4821"
"63.23515","-21.74701"
"-48.9299","-311.982"
"-12.42204","178.9611"
"-114.6235","167.7125"
"212.0066","12.48885"
"217.5033","49.30654"
"22.55742","265.2119"
"-138.3895","-163.4651"
"-230.5111","31.41181"
"2.486748","212.5424"
"263.3559","95.98149"
"-68.16146","-106.5429"
"-129.3483","-231.3964"
"59.86698","3.224179"
"-166.7696","17.5759"
"257.9565","116.893"
"-49.79361","-20.62022"
"-102.3404","157.9229"
"276.3765","79.98611"
"-56.98504","-39.2762"
"-33.63533","-166.0323"
"-112.9584","-159.2397"
"296.0726","36.4148"
"-12.79358","-234.0291"
"85.25533","120.9113"
"-224.8342","-86.79725"
"-250.6299","140.0687"
"-53.36083","-5.006676"
"-165.3639","87.95034"
"-33.53255","-61.27435"
"-96.01624","138.5927"
"291.6364","25.19974"
"264.1948","140.0453"
"-160.873","12.50603"
"-23.38361","-260.9029"
"104.4221","66.64003"
"-98.54871","41.10719"
"84.98312","-219.0184"
"-68.96489","274.3396"
"-160.942","104.4346"
"-108.2605","202.7874"
"-110.1734","-107.6946"
"176.1276","-148.7063"
"-240.2447","173.0158"
"-176.2646","-22.81355"
"-124.7069","135.6321"
"229.2738","138.8676"
"218.0766","-31.61823"
"107.6145","-56.24319"
"283.381","78.53439"
"5.379643","-75.189"
"-38.31369","63.85382"
"6.925858","-93.30426"
"44.34423","-38.57679"
"169.6202","-30.16498"
"229.5842","-4.666316"
"-269.9296","169.8497"
"15.10236","132.4994"
"-35.49819","108.5067"
"54.02654","-118.7355"
"222.0216","-117.3725"
"-97.27903","-106.0797"
"-250.8497","-101.5415"
"123.9266","186.8291"
"-278.5255","-64.06737"
"272.4066","154.8458"
"107.6937","-70.26132"
"184.7206","230.439"
"87.90521","77.89471"
"-12.18849","-228.4964"
"-184.5862","-95.75787"
"184.2198","-182.4768"
"20.21108","31.98198"
"-305.993","-70.36015"
"37.04708","-89.79807"
"223.788","127.2585"
"238.7673","-59.04219"
"261.8673","86.08169"
"14.79657","295.6489"
"52.97173","126.8345"
"150.0932","-154.3156"
"-220.4629","-206.2202"
"236.5724","132.2506"
"-133.9422","134.1932"
"-180.2909","-165.5036"
"28.75001","255.5329"
"119.8745","252.1877"
"133.058","-167.4953"
"240.6787","136.7872"
"116.0258","-49.73175"
"116.3384","17.71422"
"-84.20232","200.3963"
"-268.3229","-136.5339"
"-194.4481","-30.78527"
"-7.018153","-231.9339"
"30.99769","-301.5793"
"62.30252","249.7488"
"-32.03612","-33.74525"
"-37.8141","-67.76093"
"224.3635","-30.27269"
"182.5815","-208.5007"
"-239.4513","-156.9182"
"178.9314","183.5914"
"203.5842","-108.284"
"-201.1655","-126.1459"
"-208.2523","-11.78689"
"-220.3949","1.05867"
"27.42139","202.341"
"8.322255","104.9374"
"205.7121","-19.08601"
"109.3589","223.5365"
"-27.2085","265.5815"
"-78.25982","247.2419"
"252.7507","-163.3773"
"67.55936","79.8332"
"131.1283","-9.127144"
"54.08","141.0443"
"217.1436","70.88203"
"-74.84901","50.25622"
"-156.3453","122.5552"
"-64.82469","-53.52588"
"69.43107","73.79399"
"271.9159","-88.3496"
"-82.0228","107.0393"
"231.297","204.3266"
"-237.4915","-75.53016"
"-299.1874","-23.71126"
"-104.3423","269.2059"
"-96.90028","-30.84894"
"102.2343","-58.60059"
"-105.7024","-228.6298"
"296.0471","59.82627"
"234.1528","157.9386"
"5.523172","-4.37687"
"-198.4242","5.943156"
"271.1482","86.91045"
"-48.58258","102.8207"
"4.00684","201.0744"
"288.866","50.44059"
"-74.09606","-20.41775"
"25.92658","-13.61306"
"147.0625","21.82868"
"-46.63817","-130.1999"
"-58.62512","202.7874"
"-295.6729","-58.21305"
"24.58068","58.37514"
"-96.97299","-99.3509"
"7.554439","-226.5207"
"29.07874","-217.284"
"-53.84188","141.6222"
"172.6651","2.315276"
"-37.38281","244.0916"
"223.453","42.95145"
"-58.37237","211.3219"
"-274.9796","-53.26126"
"-58.43305","144.324"
"58.87022","69.79613"
"85.57073","-153.5927"
"-122.8162","141.7813"
"-56.15205","-90.39529"
"182.8367","241.6914"
"216.2893","24.15051"
"-23.54239","114.4076"
"190.1639","253.7404"
"157.3876","149.2737"
"38.45734","-2.906831"
"-116.3551","234.8829"
"-220.8781","20.41106"
"4.240036","101.0464"
"-126.1801","153.0034"
"51.85559","-184.4552"
"73.41791","-84.52111"
"-70.43652","111.968"
"-195.279","42.96335"
"-219.9211","-231.7647"
"229.9979","31.80976"
"-34.02968","248.25"
"-157.5152","33.18526"
"254.5321","-24.71127"
"257.7583","-110.6706"
"250.2596","54.14278"
"-125.0034","89.76942"
"-5.556849","-84.93313"
"26.38466","-2.837079"
"-110.8639","197.7418"
"-304.6671","-110.2793"
"-95.70077","-160.2483"
"-119.5103","-100.867"
"59.23397","-80.48435"
"-59.10002","-103.3361"
"-41.38326","195.6536"
"-33.18068","144.8818"
"271.6631","14.25429"
"-297.4529","-90.72076"
"-3.572554","65.11732"
"68.35561","-167.7368"
"56.47098","27.45735"
"224.5783","-35.46711"
"-319.4847","51.41196"
"-144.8479","-14.06293"
"84.29008","144.8084"
"29.14376","-306.3073"
"-119.3605","81.60746"
"249.1774","-103.3183"
"-18.14556","-34.54932"
"-78.51012","115.5451"
"62.58968","102.1587"
"-68.0639","287.0263"
"28.62326","90.65991"
"-106.438","164.3695"
"-89.45719","64.23405"
"168.1485","31.17066"
"141.9701","98.41039"
"-120.878","-90.54288"
"-9.355666","-15.0036"
"49.32178","-60.94734"
"122.817","-89.35158"
"-168.7419","-225.6441"
"103.4423","142.7345"
"139.2109","64.12337"
"-170.1395","-39.91957"
"-157.9218","-235.939"
"-100.6434","91.16452"
"-50.13004","118.631"
"-32.28261","-207.1962"
"229.0547","-116.7614"
"-11.74907","-255.1029"
"100.1868","-64.13084"
"-66.20454","218.9548"
"167.0437","-262.4781"
"27.78316","85.98772"
"-16.07921","-7.312223"
"-71.45733","-59.08109"
"133.6033","255.0846"
"86.02413","95.31789"
"110.8122","143.6382"
"29.17795","-162.7617"
"104.4584","226.7602"
"293.0698","99.96303"
"155.8475","271.9551"
"-25.88165","-102.393"
"-7.565681","22.6584"
"260.4617","-70.44539"
"5.03462","-62.73663"
"-102.6834","-106.3443"
"30.46295","-80.54387"
"-7.867435","190.2344"
"33.97136","33.4188"
"202.7752","149.2311"
"203.3183","84.35537"
"275.8928","-69.25394"
"-180.7722","-234.5376"
"64.62471","171.2092"
"277.5598","89.40121"
"239.9087","149.376"
"267.7472","131.9367"
"78.72868","160.078"
"-170.4026","201.1816"
"-35.88331","228.5401"
"-75.4864","5.082402"
"-191.4925","-34.68305"
"-29.28489","-77.70423"
"4.051834","166.8772"
"158.544","239.7612"
"38.87484","-39.01931"
"51.86036","33.01495"
"21.48533","27.23869"
"174.5512","146.6514"
"-56.77702","168.456"
"-18.68029","-96.75311"
"-282.6266","1.278382"
"-301.1368","-121.1656"
"-142.5165","-6.085524"
"307.062","76.1703"
"7.333958","-104.9028"
"-288.2773","-7.647857"
"45.89924","-279.0767"
"27.53271","49.06557"
"12.90797","29.49797"
"-208.5588","-55.1174"
"90.00217","70.75866"
"-273.8706","13.65514"
"-69.80032","-45.5614"
"27.07896","-141.6552"
"-62.21111","141.7531"
"-243.6576","-44.41803"
"163.8351","83.11486"
"-15.33595","292.7271"
"198.4457","174.5376"
"0.3245799","89.6652"
"5.991229","-275.615"
"106.4316","246.0963"
"-140.701","179.5496"
"43.40315","-5.564375"
"-131.1929","-185.1968"
"-54.47392","-62.87253"
"-115.6995","263.5464"
"104.3615","238.3529"
"30.10775","7.349209"
"117.8186","111.5008"
"-25.487","175.031"
"231.2095","148.9103"
"35.15192","-53.74765"
"91.60362","240.0154"
"-212.5273","-191.3265"
"38.79875","-221.9098"
"181.2867","-57.53388"
"11.75463","-75.38266"
"-74.16315","194.7679"
"170.6942","16.591"
"26.73275","10.57906"
"162.5548","3.373166"
"217.0553","31.24267"
"-268.613","-164.368"
"-17.57961","96.70501"
"-310.3792","-96.33166"
"-168.1832","-84.48934"
"-7.191992","-132.6256"
